,RBF_DivMom,RBF_Graph,SP500
2024-07-19,1.2219819646156973,2.1474705356004566,1.215185916089723
2024-07-26,1.1766693159286135,2.0247416373878817,1.2050538697903554
2024-08-02,1.1027040420569483,1.898728380343864,1.1802115318312387
2024-08-09,1.112244374318512,1.8797584577878577,1.1796817720622803
2024-08-16,1.1469106611599242,2.0625888663422542,1.2260574703798988
2024-08-23,1.1708149332601259,2.118205534272751,1.2437962849263604
2024-08-30,1.1690105638347976,2.041706268619298,1.2468403287503527
2024-09-06,1.1162788323740525,1.8209443622912755,1.1938666153245379
2024-09-13,1.140898919603114,1.85532968591953,1.2419001437553505
2024-09-20,1.1463809109534941,1.9342972170814585,1.2587934983572118
2024-09-27,1.1473386610535465,1.9157407265169952,1.2666563620694216
