,f1,f2
A,0.032212384045124054,0.0059824734926223755
AAPL,0.03168083727359772,0.00670585036277771
ABBV,0.03163015842437744,0.006764374673366547
ABT,0.03137270361185074,0.007036119699478149
ACGL,0.031702958047389984,0.0066392868757247925
ACN,0.03184080868959427,0.0064124614000320435
ADBE,0.031094983220100403,0.007384292781352997
ADI,0.03188309818506241,0.006396375596523285
ADM,0.031411170959472656,0.007012628018856049
ADP,0.03146424889564514,0.006932772696018219
ADSK,0.031949326395988464,0.006328701972961426
AEE,0.03184713423252106,0.006490178406238556
AEP,0.031512364745140076,0.006868988275527954
AES,0.03243101388216019,0.005491927266120911
AFL,0.031814076006412506,0.006508268415927887
AIG,0.03152484446763992,0.006887175142765045
AIZ,0.03194824606180191,0.006345726549625397
AJG,0.031276024878025055,0.007090240716934204
AKAM,0.03184755891561508,0.006495222449302673
ALB,0.03238591551780701,0.005202732980251312
ALGN,0.03198248893022537,0.006204940378665924
ALL,0.03153826296329498,0.006838753819465637
ALLE,0.03190499544143677,0.006374388933181763
AMAT,0.03228788077831268,0.005780838429927826
AMCR,0.0319216325879097,0.006353192031383514
AMD,0.0323224738240242,0.005654610693454742
AME,0.03178437799215317,0.006562814116477966
AMGN,0.031142324209213257,0.007272802293300629
AMP,0.032037071883678436,0.006228461861610413
AMT,0.031322963535785675,0.007069319486618042
AMZN,0.03163988143205643,0.006651468575000763
ANET,0.031862542033195496,0.006208769977092743
AON,0.03161707520484924,0.006762087345123291
AOS,0.03256435692310333,0.0053632259368896484
APA,0.03120071440935135,0.0072650909423828125
APD,0.032191164791584015,0.006005875766277313
APH,0.03158546984195709,0.006738543510437012
APO,0.03217368572950363,0.005960777401924133
APTV,0.03222521394491196,0.005946062505245209
ARE,0.03152290731668472,0.006820365786552429
ATO,0.0317859947681427,0.006540052592754364
AVB,0.03132423013448715,0.007056102156639099
AVGO,0.03175719082355499,0.0061005353927612305
AVY,0.03188197314739227,0.006364665925502777
AWK,0.03144104778766632,0.006961658596992493
AXON,0.0319414883852005,0.006285235285758972
AXP,0.031956933438777924,0.006301723420619965
AZO,0.03193861246109009,0.006285093724727631
BA,0.03148593753576279,0.0069420114159584045
BAC,0.031473368406295776,0.006927944719791412
BALL,0.031878553330898285,0.006445504724979401
BAX,0.031604938209056854,0.006735891103744507
BBY,0.032050393521785736,0.006090328097343445
BDX,0.03190058469772339,0.0064178407192230225
BEN,0.03178321570158005,0.006580039858818054
BF-B,0.0320751890540123,0.006170928478240967
BG,0.03147412836551666,0.006959766149520874
BIIB,0.0312904417514801,0.007178358733654022
BK,0.031872786581516266,0.006425321102142334
BKNG,0.032314591109752655,0.005818389356136322
BKR,0.03190939873456955,0.006385020911693573
BLDR,0.03187991678714752,0.006249450147151947
BLK,0.032051533460617065,0.00621815025806427
BMY,0.03194195777177811,0.006351746618747711
BR,0.03170350193977356,0.006662987172603607
BRK-B,0.031639985740184784,0.0067421793937683105
BRO,0.03161515295505524,0.006763376295566559
BSX,0.031617313623428345,0.0067511871457099915
BX,0.03175508230924606,0.006452292203903198
BXP,0.031795501708984375,0.0064698755741119385
C,0.031758494675159454,0.006556957960128784
CAG,0.031691789627075195,0.006659261882305145
CAH,0.03132559359073639,0.007081523537635803
CAT,0.032522425055503845,0.005501732230186462
