,f1,f2
A,0.14497609436511993,0.02589629590511322
AAPL,0.14493931829929352,0.026470854878425598
ABBV,0.1449175477027893,0.02702154964208603
ABT,0.1449809968471527,0.026446394622325897
ACGL,0.1449483036994934,0.026815026998519897
ACN,0.14482836425304413,0.026797480881214142
ADBE,0.1449175477027893,0.02674327790737152
ADI,0.14496642351150513,0.02550036460161209
ADM,0.14480343461036682,0.026343196630477905
ADP,0.1449255496263504,0.0270005464553833
ADSK,0.14499330520629883,0.025955401360988617
AEE,0.1449781209230423,0.02658841758966446
AEP,0.14497604966163635,0.026530452072620392
AES,0.14470577239990234,0.02645190805196762
AFL,0.14498203992843628,0.02623145282268524
AIG,0.1449536383152008,0.026630021631717682
AIZ,0.14497050642967224,0.02666858583688736
AJG,0.14492672681808472,0.026903018355369568
AKAM,0.14498253166675568,0.026077263057231903
ALB,0.14422206580638885,0.024457409977912903
ALGN,0.1449487954378128,0.02571888267993927
ALL,0.14494667947292328,0.026897981762886047
ALLE,0.144948810338974,0.025786422193050385
AMAT,0.14481426775455475,0.02485918253660202
AMCR,0.144974485039711,0.026263877749443054
AMD,0.1443474441766739,0.023256167769432068
AME,0.14499489963054657,0.026191413402557373
AMGN,0.14482957124710083,0.02729717642068863
AMP,0.14496806263923645,0.025854267179965973
AMT,0.14497564733028412,0.02637419104576111
AMZN,0.14490297436714172,0.025350548326969147
ANET,0.1440831422805786,0.024530373513698578
AON,0.14493563771247864,0.026809073984622955
AOS,0.14493678510189056,0.026022814214229584
APA,0.1444348394870758,0.027325011789798737
APD,0.14493562281131744,0.026045575737953186
APH,0.1449791043996811,0.025457121431827545
APO,0.14488686621189117,0.025293685495853424
APTV,0.14499855041503906,0.025989696383476257
ARE,0.14495810866355896,0.026033915579319
ATO,0.14496208727359772,0.026698671281337738
AVB,0.1449429839849472,0.026677601039409637
AVGO,0.14486606419086456,0.02483205497264862
AVY,0.1449693888425827,0.026601657271385193
AWK,0.14491406083106995,0.02701835334300995
AXON,0.14495278894901276,0.025416873395442963
AXP,0.14486880600452423,0.02520456165075302
AZO,0.14494584500789642,0.026885397732257843
BA,0.14482839405536652,0.02535022795200348
BAC,0.14496801793575287,0.02558881789445877
BALL,0.14497128129005432,0.026032626628875732
