,f1,f2
A,0.04243496060371399,0.014995865523815155
AAPL,0.04269750416278839,0.01442582905292511
ABBV,0.04258932173252106,0.014716483652591705
ABT,0.042544782161712646,0.014876343309879303
ACGL,0.042397066950798035,0.015162162482738495
ACN,0.04237149655818939,0.015217825770378113
ADBE,0.041940838098526,0.015752971172332764
ADI,0.04256941378116608,0.01471567153930664
ADM,0.04236239194869995,0.015209309756755829
ADP,0.04248631000518799,0.014968954026699066
ADSK,0.04240052402019501,0.015071727335453033
AEE,0.04250498116016388,0.01492997258901596
AEP,0.042420536279678345,0.01516065001487732
AES,0.042296648025512695,0.015412375330924988
AFL,0.04240173101425171,0.015168942511081696
AIG,0.042467013001441956,0.015049390494823456
AIZ,0.04244022071361542,0.014992482960224152
AJG,0.04246649146080017,0.014994747936725616
AKAM,0.042497068643569946,0.014814898371696472
ALB,0.041790008544921875,0.016110636293888092
ALGN,0.04202105104923248,0.015606366097927094
ALL,0.04240031540393829,0.015144340693950653
ALLE,0.04227572679519653,0.01539050042629242
AMAT,0.042447492480278015,0.01500818133354187
AMCR,0.042241841554641724,0.015454873442649841
AMD,0.042305827140808105,0.015003032982349396
AME,0.04234674572944641,0.015271082520484924
AMGN,0.04232965409755707,0.01537255197763443
AMP,0.042380526661872864,0.015152454376220703
AMT,0.04202847182750702,0.015834912657737732
AMZN,0.042482778429985046,0.014784172177314758
ANET,0.0426316112279892,0.014474049210548401
AON,0.042417824268341064,0.015130855143070221
AOS,0.04224112629890442,0.01546286791563034
APA,0.04241560399532318,0.014619626104831696
APD,0.04213923215866089,0.015643402934074402
APH,0.042348623275756836,0.01517459750175476
APO,0.042364537715911865,0.015098892152309418
APTV,0.04277747869491577,0.014240562915802002
ARE,0.0422494113445282,0.01550363004207611
ATO,0.04241512715816498,0.015149049460887909
AVB,0.042388349771499634,0.015194237232208252
AVGO,0.0426667183637619,0.012403406202793121
AVY,0.04230569303035736,0.015353210270404816
AWK,0.04230666160583496,0.015394516289234161
