,f1,f2
A,0.017764143645763397,0.012990601360797882
AAPL,0.017205707728862762,0.011789940297603607
ABBV,0.017724312841892242,0.012670047581195831
ABT,0.017680175602436066,0.01263274997472763
ACGL,0.01819726824760437,0.014850892126560211
ACN,0.01773826777935028,0.012893453240394592
ADBE,0.01653026044368744,0.011582978069782257
ADI,0.01774139702320099,0.01282985508441925
ADM,0.01779412478208542,0.013013489544391632
ADP,0.01796891540288925,0.013190820813179016
ADSK,0.017838068306446075,0.01343681663274765
AEE,0.016860216856002808,0.011315964162349701
AEP,0.01654457300901413,0.010966144502162933
AES,0.017017126083374023,0.011616326868534088
AFL,0.017824426293373108,0.012904629111289978
AIG,0.01732546091079712,0.012111581861972809
AIZ,0.017740771174430847,0.012844033539295197
AJG,0.01793447881937027,0.013312242925167084
AKAM,0.017636992037296295,0.012798182666301727
ALB,0.017641067504882812,0.013129167258739471
ALGN,0.016581207513809204,0.011106565594673157
ALL,0.018140971660614014,0.01351272314786911
ALLE,0.017896175384521484,0.013221561908721924
AMAT,0.017441675066947937,0.012357652187347412
AMCR,0.017590411007404327,0.012565694749355316
AMD,0.016233600676059723,0.010685205459594727
AME,0.017896384000778198,0.013226203620433807
AMGN,0.01799624413251877,0.013353034853935242
AMP,0.01768476516008377,0.012811921536922455
AMT,0.016982458531856537,0.011513486504554749
AMZN,0.01750069111585617,0.012685194611549377
ANET,0.018008984625339508,0.01392672210931778
AON,0.017950795590877533,0.01316475123167038
AOS,0.017550259828567505,0.012462243437767029
APA,0.017076201736927032,0.013681277632713318
APD,0.017814576625823975,0.012961424887180328
APH,0.017622843384742737,0.012608252465724945
APO,0.01678474247455597,0.011339046061038971
APTV,0.016717106103897095,0.011282220482826233
ARE,0.017688296735286713,0.012781977653503418
ATO,0.017086125910282135,0.011628694832324982
AVB,0.017520666122436523,0.01252806931734085
AVGO,0.017209015786647797,0.011863768100738525
AVY,0.017583608627319336,0.012645043432712555
AWK,0.01701490581035614,0.011525548994541168
AXON,0.018118783831596375,0.014008022844791412
AXP,0.017281629145145416,0.01211472600698471
AZO,0.01829911768436432,0.014235995709896088
BA,0.016433976590633392,0.010799400508403778
BAC,0.017319098114967346,0.012070871889591217
BALL,0.01700625568628311,0.012115247547626495
BAX,0.017748527228832245,0.01281420886516571
BBY,0.016924269497394562,0.011444091796875
BDX,0.017219968140125275,0.01194799691438675
BEN,0.016880139708518982,0.011316828429698944
BF-B,0.017772674560546875,0.01277768611907959
BG,0.017495334148406982,0.012597121298313141
BIIB,0.014239385724067688,0.026247069239616394
BK,0.017358385026454926,0.01226998120546341
BKNG,0.017214015126228333,0.012343570590019226
BKR,0.01715836673974991,0.01190175861120224
BLDR,0.0182260200381279,0.015748731791973114
BLK,0.016822703182697296,0.011331841349601746
BMY,0.018386371433734894,0.014168106019496918
BR,0.017073288559913635,0.011621974408626556
BRK-B,0.018066532909870148,0.013485699892044067
BRO,0.018104761838912964,0.014010190963745117
BSX,0.017836064100265503,0.013223260641098022
BX,0.01743657886981964,0.012781687080860138
BXP,0.01751329004764557,0.012518353760242462
C,0.01697954535484314,0.011537924408912659
CAG,0.017869822680950165,0.012895919382572174
CAH,0.01823928952217102,0.013978756964206696
CAT,0.017575889825820923,0.012879841029644012
CB,0.01805519312620163,0.01363343745470047
CBOE,0.01817575842142105,0.013863645493984222
CBRE,0.01718740165233612,0.011893942952156067
CCI,0.017093978822231293,0.01166243851184845
CCL,0.013294912874698639,0.008455790579319
CDNS,0.01815362274646759,0.013898395001888275
CDW,0.01760769635438919,0.012627221643924713
CF,0.017968855798244476,0.0138431116938591
CFG,0.017805881798267365,0.013182088732719421
CHD,0.017448589205741882,0.012137815356254578
CHRW,0.017488986253738403,0.012530043721199036
CHTR,0.01616676151752472,0.010660171508789062
CI,0.01808471977710724,0.013567410409450531
CINF,0.017649322748184204,0.012644343078136444
CL,0.017435312271118164,0.012126587331295013
CLX,0.017086081206798553,0.011687226593494415
CMCSA,0.016724132001399994,0.0110861137509346
CME,0.017666473984718323,0.012701310217380524
CMG,0.01744741201400757,0.01242569088935852
CMI,0.01802843064069748,0.01343344897031784
CMS,0.016690418124198914,0.01113203912973404
CNC,0.017511360347270966,0.012605339288711548
CNP,0.016833968460559845,0.01135457307100296
COF,0.017445974051952362,0.012471884489059448
COO,0.017330802977085114,0.012124642729759216
COP,0.017713971436023712,0.013531528413295746
COR,0.017949022352695465,0.013175994157791138
COST,0.017753534018993378,0.013283833861351013
CPAY,0.016946204006671906,0.011629514396190643
CPB,0.01810654252767563,0.013371169567108154
CPRT,0.01793617010116577,0.013306573033332825
CPT,0.017672784626483917,0.01276637613773346
CRL,0.01798880845308304,0.014438644051551819
CRM,0.017706066370010376,0.012785099446773529
CSCO,0.017624065279960632,0.012694962322711945
CSGP,0.018010221421718597,0.013732582330703735
CSX,0.017212755978107452,0.011982142925262451
CTAS,0.01792791485786438,0.013324365019798279
CTRA,0.017559878528118134,0.012710705399513245
CTSH,0.017623476684093475,0.012631736695766449
CVS,0.017859511077404022,0.012944109737873077
CVX,0.017712071537971497,0.01295527070760727
CZR,0.015023328363895416,0.009908236563205719
D,0.016558632254600525,0.010931596159934998
DAL,0.017282597720623016,0.012198694050312042
DD,0.01764741539955139,0.012900970876216888
DE,0.017834044992923737,0.013198696076869965
DECK,0.01777537167072296,0.013012640178203583
DELL,0.01731133460998535,0.012097075581550598
DG,0.018233798444271088,0.013742782175540924
DGX,0.018161632120609283,0.013721853494644165
DHI,0.017682000994682312,0.012557759881019592
DHR,0.017725497484207153,0.012822717428207397
DIS,0.017020992934703827,0.011648453772068024
DLR,0.017018593847751617,0.011727280914783478
DLTR,0.01789366453886032,0.013017915189266205
DOC,0.017193205654621124,0.011846229434013367
DOV,0.017822638154029846,0.012896887958049774
DPZ,0.01716715842485428,0.011701375246047974
DRI,0.018234506249427795,0.014374889433383942
DTE,0.017024382948875427,0.01153264194726944
DUK,0.01679617166519165,0.011246733367443085
