,f1,f2
A,0.013175897300243378,0.02514350414276123
AAPL,0.012601017951965332,0.025147877633571625
ABBV,0.012899979948997498,0.025065220892429352
ABT,0.013163670897483826,0.025181196630001068
ACGL,0.012906357645988464,0.025035686790943146
ACN,0.013105928897857666,0.025078855454921722
ADBE,0.013173103332519531,0.025283314287662506
ADI,0.012852348387241364,0.02518618106842041
ADM,0.011889137327671051,0.025196664035320282
ADP,0.012985944747924805,0.025048546493053436
ADSK,0.013017572462558746,0.025247491896152496
AEE,0.012915998697280884,0.025025784969329834
AEP,0.012863487005233765,0.02500888705253601
AES,0.012815974652767181,0.025091007351875305
AFL,0.012845233082771301,0.025086715817451477
AIG,0.012612231075763702,0.025146223604679108
AIZ,0.012718483805656433,0.02504093199968338
AJG,0.012942217290401459,0.025129258632659912
AKAM,0.012898765504360199,0.025129280984401703
ALB,0.012109808623790741,0.02530675381422043
ALGN,0.01300385594367981,0.02533341944217682
ALL,0.012475691735744476,0.025152623653411865
ALLE,0.013232670724391937,0.025207333266735077
AMAT,0.01292349398136139,0.02516341209411621
AMCR,0.013194248080253601,0.025166437029838562
AMD,0.012568145990371704,0.025200091302394867
AME,0.013116627931594849,0.0251171812415123
AMGN,0.013035714626312256,0.02504124492406845
AMP,0.012630574405193329,0.025213561952114105
AMT,0.013167254626750946,0.025073066353797913
AMZN,0.012770615518093109,0.02517746388912201
ANET,0.012531906366348267,0.025180570781230927
AON,0.012867122888565063,0.02508796751499176
AOS,0.013268247246742249,0.0251203253865242
APA,0.012309029698371887,0.0250624418258667
APD,0.012689560651779175,0.02516922354698181
APH,0.0131978839635849,0.025097668170928955
APO,0.013204745948314667,0.025061212480068207
APTV,0.012852489948272705,0.025340363383293152
ARE,0.013127073645591736,0.02506902813911438
ATO,0.012702032923698425,0.025023438036441803
AVB,0.013094514608383179,0.02503976970911026
AVGO,0.012865714728832245,0.025070376694202423
AVY,0.01312151551246643,0.02512640506029129
AWK,0.01304006576538086,0.025075949728488922
AXON,0.013041459023952484,0.025186695158481598
AXP,0.012777931988239288,0.025269009172916412
AZO,0.01286827027797699,0.025080010294914246
BA,0.013112165033817291,0.025225117802619934
BAC,0.013023622334003448,0.02513449639081955
BALL,0.012940138578414917,0.025138668715953827
BAX,0.013202570378780365,0.02515719085931778
BBY,0.013021618127822876,0.025271408259868622
BDX,0.013035126030445099,0.025064997375011444
BEN,0.01324104517698288,0.02510657161474228
BF-B,0.012888915836811066,0.025096885859966278
BG,0.01185847818851471,0.025197871029376984
BIIB,0.013068787753582,0.02510499209165573
BK,0.013155795633792877,0.0251220241189003
BKNG,0.012851469218730927,0.02520989626646042
BKR,0.011628083884716034,0.025204449892044067
BLDR,0.012965843081474304,0.02552696317434311
BLK,0.01309657096862793,0.02515355497598648
BMY,0.012878216803073883,0.025028765201568604
BR,0.013102486729621887,0.025102995336055756
BRK-B,0.012701600790023804,0.025067731738090515
BRO,0.01280735433101654,0.025189854204654694
BSX,0.013127930462360382,0.025117792189121246
BX,0.013041220605373383,0.025099150836467743
BXP,0.012821242213249207,0.025020748376846313
C,0.013216547667980194,0.02516728639602661
CAG,0.012855485081672668,0.025157302618026733
CAH,0.01289212703704834,0.02511974424123764
CAT,0.012855634093284607,0.025078579783439636
CB,0.012901648879051208,0.025056779384613037
CBOE,0.013217665255069733,0.025095097720623016
CBRE,0.013234049081802368,0.02513141930103302
CCI,0.013020068407058716,0.025040380656719208
CCL,0.01293569803237915,0.025426432490348816
CDNS,0.012850433588027954,0.02516024559736252
CDW,0.013210654258728027,0.025128178298473358
CF,0.010907307267189026,0.025429390370845795
CFG,0.013200663030147552,0.025135710835456848
CHD,0.013103857636451721,0.025058940052986145
CHRW,0.01266547292470932,0.025049954652786255
CHTR,0.013262510299682617,0.02514675259590149
CI,0.012964814901351929,0.025088921189308167
CINF,0.012503199279308319,0.025116048753261566
CL,0.013002954423427582,0.025057882070541382
CLX,0.013065844774246216,0.02512146532535553
CMCSA,0.013124503195285797,0.025083966553211212
CME,0.012925997376441956,0.025181695818901062
CMG,0.01309233158826828,0.025139853358268738
CMI,0.013072192668914795,0.02511437237262726
CMS,0.012829102575778961,0.02502388507127762
CNC,0.013135351240634918,0.025096438825130463
CNP,0.012742564082145691,0.02504245936870575
COF,0.013180315494537354,0.025179505348205566
COO,0.012927651405334473,0.025244541466236115
COP,0.012309856712818146,0.025089487433433533
COR,0.012922659516334534,0.025047898292541504
COST,0.013056769967079163,0.025087304413318634
CPAY,0.012928090989589691,0.025067903101444244
CPB,0.012814752757549286,0.025065258145332336
CPRT,0.012993916869163513,0.0252443328499794
CPT,0.013128317892551422,0.025035925209522247
CRL,0.013119570910930634,0.025277696549892426
CRM,0.013068504631519318,0.025236301124095917
CSCO,0.013218976557254791,0.0250847190618515
CSGP,0.01235603541135788,0.025434844195842743
CSX,0.012893222272396088,0.02507750689983368
CTAS,0.012788869440555573,0.02512548863887787
CTRA,0.010871000587940216,0.02548862248659134
CTSH,0.013095296919345856,0.025056667625904083
CVS,0.013050362467765808,0.02505180984735489
CVX,0.012392908334732056,0.02503485232591629
CZR,0.013133831322193146,0.025220006704330444
D,0.012909546494483948,0.02501395344734192
DAL,0.012504130601882935,0.025462299585342407
DD,0.013096004724502563,0.025102391839027405
DE,0.01244983822107315,0.02512688934803009
DECK,0.012950100004673004,0.025490574538707733
DELL,0.012779287993907928,0.025087811052799225
DG,0.012939319014549255,0.02523701637983322
DGX,0.013058096170425415,0.02509491890668869
DHI,0.01319645345211029,0.02537745237350464
DHR,0.012969717383384705,0.025211744010448456
DIS,0.013135954737663269,0.025143809616565704
DLR,0.013195708394050598,0.02507520467042923
DLTR,0.012964911758899689,0.025078684091567993
DOC,0.012921974062919617,0.025049827992916107
DOV,0.013162590563297272,0.025117695331573486
DPZ,0.013239562511444092,0.025261059403419495
DRI,0.013266555964946747,0.025148019194602966
DTE,0.012896671891212463,0.025006666779518127
DUK,0.012845195829868317,0.025020793080329895
DVA,0.013095229864120483,0.025056064128875732
DVN,0.012422330677509308,0.025049589574337006
DXCM,0.012030430138111115,0.025495320558547974
EA,0.013137929141521454,0.02507416158914566
EBAY,0.012718938291072845,0.02525273710489273
ECL,0.012865334749221802,0.025171548128128052
ED,0.012789696455001831,0.02501852810382843
EFX,0.013095520436763763,0.025146640837192535
EG,0.012813568115234375,0.02510516345500946
EIX,0.01259303092956543,0.025051362812519073
EL,0.01320340484380722,0.025144383311271667
ELV,0.013039626181125641,0.025034725666046143
EMN,0.013041526079177856,0.025097474455833435
EMR,0.013008378446102142,0.025058627128601074
ENPH,0.012283362448215485,0.025132663547992706
EOG,0.012400209903717041,0.025080561637878418
EPAM,0.008435606956481934,0.027820900082588196
EQIX,0.013182789087295532,0.025131411850452423
EQR,0.01312556117773056,0.025051340460777283
EQT,0.00809614360332489,0.026582956314086914
ERIE,0.013120457530021667,0.025074109435081482
ES,0.01289832592010498,0.025037668645381927
ESS,0.013094067573547363,0.025037646293640137
ETN,0.013149194419384003,0.025108538568019867
ETR,0.0127638578414917,0.02504582703113556
EVRG,0.012925542891025543,0.02502892166376114
EW,0.01298452913761139,0.025160565972328186
EXC,0.012733064591884613,0.025027163326740265
EXPD,0.013231039047241211,0.02519896626472473
EXPE,0.012998297810554504,0.02515134960412979
EXR,0.013051517307758331,0.025028139352798462
F,0.01327294111251831,0.025168918073177338
FANG,0.011962942779064178,0.025226086378097534
FAST,0.013017222285270691,0.025110304355621338
FCX,0.012227669358253479,0.025097116827964783
FDS,0.013172149658203125,0.025224462151527405
FDX,0.012985758483409882,0.02507757395505905
FE,0.012825101613998413,0.025015942752361298
FFIV,0.012943536043167114,0.02507980912923813
FI,0.013076774775981903,0.0251162052154541
FICO,0.013168640434741974,0.02527642995119095
FIS,0.013029292225837708,0.02516154944896698
FITB,0.013087980449199677,0.025109410285949707
FRT,0.013081848621368408,0.025035560131072998
FSLR,0.012876145541667938,0.025050044059753418
FTNT,0.01222626119852066,0.025367289781570435
FTV,0.013030901551246643,0.0252256840467453
GD,0.012560926377773285,0.025040440261363983
GDDY,0.012886598706245422,0.025060899555683136
GE,0.013165339827537537,0.02510664612054825
GEN,0.01293376088142395,0.025027722120285034
GILD,0.013226062059402466,0.02510378509759903
GIS,0.012525640428066254,0.025133781135082245
GL,0.012916803359985352,0.025061532855033875
GLW,0.013097241520881653,0.025099553167819977
GM,0.013220354914665222,0.025232143700122833
GNRC,0.01273936778306961,0.025283053517341614
GOOG,0.012879960238933563,0.025073684751987457
GOOGL,0.012832872569561005,0.02507970482110977
GPC,0.013124503195285797,0.025104127824306488
GPN,0.013076618313789368,0.025123529136180878
GRMN,0.013139165937900543,0.025192730128765106
GS,0.013220585882663727,0.025143146514892578
GWW,0.013008780777454376,0.025087088346481323
HAL,0.012175999581813812,0.025093458592891693
HAS,0.013299249112606049,0.02520926296710968
HBAN,0.013092361390590668,0.025065302848815918
HCA,0.013060912489891052,0.025014445185661316
HD,0.013197757303714752,0.02538355439901352
HIG,0.012943126261234283,0.025090187788009644
HII,0.012482881546020508,0.025055162608623505
HLT,0.013030946254730225,0.02512725442647934
HOLX,0.012923046946525574,0.025110438466072083
HON,0.012980759143829346,0.02510419487953186
HPE,0.012925125658512115,0.025050871074199677
HPQ,0.01249571144580841,0.02510891854763031
HRL,0.01290006935596466,0.025012411177158356
HSIC,0.012991808354854584,0.02503027766942978
HST,0.012991517782211304,0.025092773139476776
HSY,0.012874878942966461,0.025029055774211884
HUBB,0.013154715299606323,0.025119774043560028
HUM,0.01312166452407837,0.025057852268218994
HWM,0.012799449265003204,0.02507738023996353
IBKR,0.013002395629882812,0.025235801935195923
IBM,0.013021901249885559,0.02506624162197113
ICE,0.012973956763744354,0.025141730904579163
IDXX,0.012957856059074402,0.025153040885925293
IEX,0.013206884264945984,0.025113262236118317
IFF,0.012977123260498047,0.02519231289625168
INCY,0.012740105390548706,0.02505313605070114
INTC,0.012288182973861694,0.025181278586387634
INTU,0.013199299573898315,0.02527531236410141
IP,0.012937180697917938,0.025115638971328735
IPG,0.012920059263706207,0.0251631960272789
IQV,0.013169988989830017,0.02515280991792679
IRM,0.012313015758991241,0.02507314831018448
ISRG,0.013063065707683563,0.025131069123744965
IT,0.013083681464195251,0.025124721229076385
ITW,0.013190321624279022,0.02510124444961548
IVZ,0.01280154287815094,0.025170594453811646
J,0.012854412198066711,0.02524222433567047
JBHT,0.01304095983505249,0.0251467302441597
JBL,0.012863129377365112,0.025252439081668854
JCI,0.013023681938648224,0.025157645344734192
JKHY,0.012765437364578247,0.02501586079597473
JNJ,0.013036258518695831,0.025042958557605743
JPM,0.012996122241020203,0.02517983317375183
K,0.012952424585819244,0.0250692218542099
KDP,0.01316475123167038,0.02507217973470688
KEY,0.013173848390579224,0.025110624730587006
KEYS,0.013031549751758575,0.02521604299545288
KHC,0.01278626173734665,0.02503572404384613
KIM,0.013072296977043152,0.025036901235580444
KKR,0.012906737625598907,0.025332070887088776
KLAC,0.012855425477027893,0.025262072682380676
KMB,0.013205498456954956,0.025125622749328613
KMI,0.012120291590690613,0.02514757215976715
KMX,0.01328260451555252,0.0252770334482193
KO,0.0129777193069458,0.025073088705539703
KR,0.01239614188671112,0.025093242526054382
L,0.012872695922851562,0.025052011013031006
LDOS,0.012725912034511566,0.02503465861082077
LEN,0.01315685361623764,0.025444678962230682
LH,0.013151995837688446,0.025074228644371033
LHX,0.012555107474327087,0.02503659576177597
LII,0.013163179159164429,0.025255702435970306
LIN,0.012790493667125702,0.025195688009262085
LKQ,0.013265557587146759,0.0251811221241951
LLY,0.012851111590862274,0.025089822709560394
LMT,0.012442544102668762,0.025044403970241547
LNT,0.012959800660610199,0.025019384920597076
LOW,0.013173922896385193,0.025370918214321136
LRCX,0.012768283486366272,0.02528136968612671
LULU,0.0129103884100914,0.02516305446624756
LUV,0.012901760637760162,0.025138892233371735
LVS,0.013038218021392822,0.02519182115793228
LW,0.012614548206329346,0.02529255300760269
LYB,0.012696310877799988,0.025050409138202667
LYV,0.012897580862045288,0.025082483887672424
MA,0.01308932900428772,0.025166071951389313
MAA,0.013158686459064484,0.025042228400707245
MAR,0.013044960796833038,0.02510027587413788
MAS,0.013244159519672394,0.025380045175552368
MCD,0.013101868331432343,0.025109097361564636
MCHP,0.01286400854587555,0.025219783186912537
MCK,0.012721836566925049,0.0250682532787323
MCO,0.013034351170063019,0.025165364146232605
MDLZ,0.013164147734642029,0.025114960968494415
MDT,0.013093329966068268,0.025102660059928894
MET,0.012790411710739136,0.025118090212345123
META,0.01262734830379486,0.025377407670021057
MGM,0.01311735063791275,0.02510903775691986
MHK,0.013133987784385681,0.025446318089962006
MKC,0.01300600916147232,0.025047622621059418
MKTX,0.01316564530134201,0.025096289813518524
MLM,0.013011783361434937,0.02506207674741745
MMC,0.012846343219280243,0.02512345463037491
MMM,0.01308506727218628,0.025108270347118378
MNST,0.013053834438323975,0.02525007724761963
MO,0.0128573477268219,0.025046132504940033
MOH,0.012931756675243378,0.02513357251882553
MOS,0.010699383914470673,0.02545759081840515
MPC,0.012759312987327576,0.0250285342335701
MPWR,0.012030921876430511,0.02545744925737381
MRK,0.012963451445102692,0.025029972195625305
MS,0.013063088059425354,0.025268815457820892
MSCI,0.012959331274032593,0.025409355759620667
MSFT,0.013007618486881256,0.02511516958475113
MSI,0.013107851147651672,0.025083377957344055
MTB,0.01297684758901596,0.025057293474674225
MTCH,0.012368105351924896,0.02543279528617859
MTD,0.013140201568603516,0.02515256404876709
MU,0.013043805956840515,0.025248505175113678
NCLH,0.012809500098228455,0.0253106951713562
NDAQ,0.013113327324390411,0.025172732770442963
NDSN,0.013115331530570984,0.025141723453998566
NEE,0.012942150235176086,0.025042720139026642
NEM,0.012369655072689056,0.025035224854946136
NFLX,0.013020694255828857,0.025278255343437195
NI,0.012866057455539703,0.02502172440290451
NKE,0.013019658625125885,0.02515062689781189
NOC,0.012327209115028381,0.02507903426885605
NOW,0.012922361493110657,0.025301001965999603
NRG,0.013254977762699127,0.025088690221309662
NSC,0.01286134123802185,0.02506616711616516
NTAP,0.01315067708492279,0.025202833116054535
NTRS,0.012781597673892975,0.025188468396663666
NUE,0.011023811995983124,0.025428898632526398
NVDA,0.012003861367702484,0.025496475398540497
NVR,0.013288609683513641,0.02524814009666443
NWS,0.01298290491104126,0.025075256824493408
NWSA,0.012996330857276917,0.02508796751499176
NXPI,0.013080120086669922,0.025159843266010284
O,0.013078741729259491,0.025049760937690735
ODFL,0.013111770153045654,0.025175556540489197
OKE,0.012378215789794922,0.0250917449593544
OMC,0.012812398374080658,0.02516646683216095
ON,0.012683629989624023,0.02518784999847412
ORCL,0.013082779943943024,0.025082409381866455
ORLY,0.012992829084396362,0.02503088116645813
OXY,0.01122775673866272,0.025310933589935303
PANW,0.012210212647914886,0.025152653455734253
PAYC,0.012622833251953125,0.025485500693321228
PAYX,0.01299431174993515,0.025079965591430664
PCAR,0.013160817325115204,0.025083497166633606
PCG,0.012852512300014496,0.025128230452537537
PEG,0.012990601360797882,0.025033123791217804
PEP,0.013031341135501862,0.025113984942436218
PFE,0.01309175044298172,0.025181472301483154
PFG,0.012721948325634003,0.025163434445858
PG,0.013037890195846558,0.025104627013206482
PGR,0.012733332812786102,0.025088347494602203
PH,0.013108998537063599,0.02514073997735977
PHM,0.013209611177444458,0.025382958352565765
PKG,0.013076499104499817,0.025054074823856354
PLD,0.013058573007583618,0.025141187012195587
PM,0.01312495768070221,0.02517586201429367
PNC,0.013030320405960083,0.02512119710445404
PNR,0.013247556984424591,0.025181196630001068
PNW,0.012825489044189453,0.025014691054821014
PODD,0.012536682188510895,0.025432653725147247
POOL,0.012963682413101196,0.025530368089675903
PPG,0.013145089149475098,0.025240562856197357
PPL,0.012972936034202576,0.025060422718524933
PRU,0.012664511799812317,0.025165624916553497
PSA,0.012933045625686646,0.025020532310009003
PSKY,0.012178324162960052,0.02529653161764145
PSX,0.012706287205219269,0.025075651705265045
PTC,0.0132121741771698,0.025190256536006927
PWR,0.012250140309333801,0.025122717022895813
