,f1,f2
A,0.031806133687496185,-0.002734556794166565
AAPL,0.03282623738050461,-0.0029998645186424255
ABBV,0.03267436474561691,-0.002959728240966797
ABT,0.03212057799100876,-0.0028151869773864746
ACGL,0.03239580988883972,-0.0028854385018348694
ACN,0.032573550939559937,-0.0029419884085655212
ADBE,0.03369411826133728,-0.003225162625312805
ADI,0.032133497297763824,-0.0028168633580207825
ADM,0.032196044921875,-0.002833038568496704
ADP,0.03167396038770676,-0.0026985332369804382
ADSK,0.03358226269483566,-0.003206118941307068
AEE,0.03247570991516113,-0.002893790602684021
AEP,0.0323500782251358,-0.002861425280570984
AES,0.03064563125371933,-0.00240972638130188
AFL,0.03247106075286865,-0.002904370427131653
AIG,0.03212577849626541,-0.002807110548019409
AIZ,0.032035909593105316,-0.0027869492769241333
AJG,0.032291561365127563,-0.0028658509254455566
AKAM,0.03246592730283737,-0.0028908997774124146
ALB,0.03090016543865204,-0.002446204423904419
ALGN,0.0317157581448555,-0.0026898086071014404
ALL,0.032183654606342316,-0.002821803092956543
ALLE,0.0325176939368248,-0.002901710569858551
AMAT,0.0327037051320076,-0.00297372043132782
AMCR,0.03198225051164627,-0.0027744099497795105
AMD,0.032371118664741516,-0.0028704851865768433
AME,0.03214094787836075,-0.0028157830238342285
AMGN,0.03279278427362442,-0.00298328697681427
AMP,0.03201673924922943,-0.0027916505932807922
AMT,0.03231561928987503,-0.002863183617591858
AMZN,0.033060796558856964,-0.0030549615621566772
ANET,0.03364100307226181,-0.003211289644241333
AON,0.03235813230276108,-0.002882532775402069
AOS,0.03197493404150009,-0.002778582274913788
APA,0.03297907114028931,-0.0030089840292930603
APD,0.031235314905643463,-0.0025862008333206177
APH,0.032211847603321075,-0.0028447434306144714
APO,0.03264347463846207,-0.0029509738087654114
APTV,0.030819125473499298,-0.002473883330821991
ARE,0.03241552412509918,-0.0028839483857154846
ATO,0.03247074782848358,-0.002901136875152588
AVB,0.03286708891391754,-0.0030061006546020508
AVGO,0.03201790153980255,-0.002804763615131378
AVY,0.03165549039840698,-0.002692505717277527
AWK,0.0322488471865654,-0.0028464868664741516
AXON,0.032653823494911194,-0.002949140965938568
AXP,0.03244670480489731,-0.0028893277049064636
AZO,0.03269607573747635,-0.002972237765789032
BA,0.0326768159866333,-0.002942904829978943
BAC,0.03250817209482193,-0.0029072463512420654
BALL,0.031124696135520935,-0.002523474395275116
BAX,0.03200344741344452,-0.002785727381706238
BBY,0.03143958002328873,-0.0026654228568077087
BDX,0.0321095809340477,-0.002813093364238739
BEN,0.032034195959568024,-0.0027893707156181335
BF-B,0.03200523555278778,-0.002773985266685486
BG,0.03268642723560333,-0.002957478165626526
BIIB,0.03281399607658386,-0.0029772594571113586
BK,0.03268088400363922,-0.0029479563236236572
BKNG,0.03261750191450119,-0.0029501020908355713
BKR,0.0337800532579422,-0.0032128095626831055
BLDR,0.03104780614376068,-0.0025199130177497864
BLK,0.03253760188817978,-0.002920888364315033
BMY,0.03227658569812775,-0.0028538778424263
BR,0.03215634822845459,-0.002823859453201294
BRK-B,0.032242514193058014,-0.0028410106897354126
BRO,0.031900450587272644,-0.0027652233839035034
BSX,0.03234875947237015,-0.0028744712471961975
BX,0.03257299214601517,-0.002933800220489502
BXP,0.03247794508934021,-0.002906389534473419
C,0.033206433057785034,-0.003061726689338684
CAG,0.031981416046619415,-0.002769164741039276
CAH,0.03156629204750061,-0.0026841536164283752
CAT,0.03261379152536392,-0.0029287189245224
CB,0.031681329011917114,-0.002699911594390869
CBOE,0.03191423416137695,-0.002762638032436371
CBRE,0.032430462539196014,-0.0029002204537391663
CCI,0.03226518630981445,-0.002835474908351898
CCL,0.034681618213653564,-0.0033302530646324158
CDNS,0.03217893838882446,-0.0028466880321502686
CDW,0.03178013116121292,-0.002737283706665039
CF,0.03229225426912308,-0.0028410181403160095
CFG,0.03307657688856125,-0.0030452758073806763
CHD,0.03151760250329971,-0.002660796046257019
CHRW,0.032833442091941833,-0.002994529902935028
CHTR,0.03328850120306015,-0.0031122788786888123
CI,0.031907640397548676,-0.0027593523263931274
CINF,0.03285390883684158,-0.0029906556010246277
CL,0.032622553408145905,-0.002947300672531128
CLX,0.032552726566791534,-0.0029274001717567444
CMCSA,0.03270904719829559,-0.002955980598926544
CME,0.03228616714477539,-0.002840079367160797
CMG,0.03187014162540436,-0.002749226987361908
CMI,0.03249990940093994,-0.002908281981945038
CMS,0.03219678997993469,-0.002822771668434143
CNC,0.031565047800540924,-0.00265638530254364
CNP,0.03250947594642639,-0.0029153674840927124
COF,0.032596491277217865,-0.002928003668785095
COO,0.03117852658033371,-0.002560831606388092
COP,0.03276944160461426,-0.0029642432928085327
COR,0.03159701079130173,-0.0026866570115089417
COST,0.03250143676996231,-0.002913244068622589
CPAY,0.032587356865406036,-0.002933092415332794
CPB,0.03275337815284729,-0.002971261739730835
CPRT,0.032464802265167236,-0.002900950610637665
CPT,0.03252708166837692,-0.0029243528842926025
CRL,0.03186517953872681,-0.0027448832988739014
CRM,0.03332586586475372,-0.003109373152256012
CSCO,0.03269045799970627,-0.0029600486159324646
CSGP,0.03206557035446167,-0.0027827993035316467
CSX,0.0325608029961586,-0.0029247254133224487
CTAS,0.03239906579256058,-0.0028906241059303284
CTRA,0.032166987657547,-0.002813577651977539
CTSH,0.03263143450021744,-0.0029483363032341003
CVS,0.03178434818983078,-0.002738162875175476
CVX,0.03247109800577164,-0.0028956085443496704
CZR,0.03336656838655472,-0.0031452998518943787
D,0.031873032450675964,-0.00273248553276062
DAL,0.03148417919874191,-0.0026425719261169434
DD,0.03249175846576691,-0.002901695668697357
DE,0.032254770398139954,-0.002843901515007019
DECK,0.03165149688720703,-0.002684645354747772
DELL,0.03185449540615082,-0.0027677789330482483
DG,0.03277032822370529,-0.0029663443565368652
DGX,0.032014548778533936,-0.0027808919548988342
DHI,0.03209902346134186,-0.002803720533847809
DHR,0.03186845779418945,-0.0027432888746261597
DIS,0.03186095505952835,-0.002746403217315674
DLR,0.03286223113536835,-0.0029974132776260376
DLTR,0.03204561024904251,-0.0027789920568466187
DOC,0.03255324810743332,-0.0029138922691345215
DOV,0.03232649713754654,-0.00286729633808136
DPZ,0.03226897865533829,-0.002853192389011383
DRI,0.03236652910709381,-0.0028815343976020813
DTE,0.032211050391197205,-0.002827070653438568
DUK,0.0321892574429512,-0.0028187260031700134
DVA,0.031934045255184174,-0.002763204276561737
DVN,0.03278033435344696,-0.002962149679660797
DXCM,0.03171231597661972,-0.002702750265598297
EA,0.0326542854309082,-0.002955138683319092
EBAY,0.03244619816541672,-0.002900145947933197
ECL,0.03211553394794464,-0.0028187036514282227
ED,0.031992822885513306,-0.002770528197288513
EFX,0.0326291024684906,-0.002942286431789398
EG,0.032549671828746796,-0.0029150769114494324
EIX,0.03210190683603287,-0.0027945488691329956
EL,0.030580230057239532,-0.002397969365119934
ELV,0.032597288489341736,-0.0029289796948432922
EMN,0.03204135596752167,-0.002783745527267456
EMR,0.032657526433467865,-0.0029421746730804443
ENPH,0.02944406121969223,-0.0020882561802864075
EOG,0.03301480412483215,-0.0030311495065689087
EPAM,0.032954081892967224,-0.0030333101749420166
EQIX,0.03217819333076477,-0.0028279870748519897
EQR,0.03295006603002548,-0.0030281171202659607
EQT,0.031618632376194,-0.0026588886976242065
ERIE,0.032534994184970856,-0.002911597490310669
ES,0.031916990876197815,-0.0027505382895469666
ESS,0.032179512083530426,-0.002837918698787689
ETN,0.0319179892539978,-0.002757728099822998
ETR,0.032341450452804565,-0.0028564035892486572
EVRG,0.032380662858486176,-0.0028715282678604126
EW,0.032990604639053345,-0.0030376017093658447
EXC,0.031900711357593536,-0.0027412772178649902
EXPD,0.032374732196331024,-0.002885669469833374
EXPE,0.03255569189786911,-0.002945244312286377
EXR,0.03235992044210434,-0.0028918087482452393
F,0.03327840566635132,-0.003081902861595154
FANG,0.03322654962539673,-0.0030763819813728333
FAST,0.0317605659365654,-0.002722211182117462
FCX,0.031985171139240265,-0.0027754083275794983
FDS,0.03193037211894989,-0.0027709677815437317
FDX,0.034754954278469086,-0.0033079683780670166
FE,0.03217943012714386,-0.002818688750267029
FFIV,0.03274514526128769,-0.0029693618416786194
FI,0.03225766867399216,-0.002844393253326416
FICO,0.03351602703332901,-0.0031764060258865356
FIS,0.03212287276983261,-0.0028089359402656555
FITB,0.03258137404918671,-0.0029225721955299377
FRT,0.03243377059698105,-0.002887345850467682
FSLR,0.028985247015953064,-0.0020103678107261658
FTNT,0.0325947105884552,-0.0029183179140090942
FTV,0.03251121938228607,-0.00290738046169281
GD,0.03191538155078888,-0.002760164439678192
GDDY,0.03261427581310272,-0.0029326528310775757
GE,0.031959183514118195,-0.0027753934264183044
GEN,0.03281571716070175,-0.0029795393347740173
GILD,0.03247951716184616,-0.002921588718891144
GIS,0.03120187669992447,-0.002573058009147644
GL,0.03247636556625366,-0.0029135122895240784
GLW,0.03246740996837616,-0.00292128324508667
GM,0.03217516094446182,-0.0028382688760757446
GNRC,0.03155626356601715,-0.002661973237991333
GOOG,0.0328671932220459,-0.0030035823583602905
GOOGL,0.03285053372383118,-0.003001488745212555
GPC,0.031910352408885956,-0.0027551501989364624
GPN,0.03242705762386322,-0.00287492573261261
GRMN,0.03251637518405914,-0.002908565104007721
GS,0.03243374824523926,-0.0028869807720184326
GWW,0.0321274995803833,-0.002813391387462616
HAL,0.0322776660323143,-0.002842448651790619
HAS,0.031378619372844696,-0.0026320666074752808
HBAN,0.03282336890697479,-0.002966582775115967
HCA,0.03139059245586395,-0.002629496157169342
HD,0.03214509040117264,-0.0028352588415145874
HIG,0.0321124792098999,-0.0028145015239715576
HII,0.032277628779411316,-0.002852410078048706
HLT,0.032971933484077454,-0.003039427101612091
HOLX,0.032653167843818665,-0.0029410123825073242
HON,0.03257866948843002,-0.002939663827419281
HPE,0.0328245684504509,-0.0030103474855422974
HPQ,0.03187303990125656,-0.002763010561466217
HRL,0.03209199756383896,-0.0027984455227851868
HSIC,0.03132700175046921,-0.002603203058242798
HST,0.03220134973526001,-0.0028372257947921753
HSY,0.03203020989894867,-0.0027679353952407837
HUBB,0.03170223534107208,-0.0027052611112594604
HUM,0.03324168920516968,-0.0030827969312667847
HWM,0.03160072863101959,-0.0026741623878479004
IBKR,0.03257005661725998,-0.0029141977429389954
IBM,0.032590530812740326,-0.0029349103569984436
ICE,0.03242356330156326,-0.0028938204050064087
IDXX,0.03188444674015045,-0.0027478933334350586
IEX,0.032198213040828705,-0.0028265491127967834
IFF,0.03221239149570465,-0.0028350651264190674
INCY,0.03199972212314606,-0.00280076265335083
INTC,0.03241459280252457,-0.0028898194432258606
INTU,0.03360836207866669,-0.003194570541381836
IP,0.03132329881191254,-0.0026200488209724426
IPG,0.031871452927589417,-0.0027365833520889282
IQV,0.0318734347820282,-0.002744637429714203
IRM,0.03287890553474426,-0.003018006682395935
ISRG,0.03320261090993881,-0.003091871738433838
IT,0.032619692385196686,-0.002950228750705719
ITW,0.03214901685714722,-0.0028187036514282227
IVZ,0.03226296603679657,-0.0028465688228607178
J,0.032334424555301666,-0.0028693825006484985
JBHT,0.03263776749372482,-0.002931758761405945
JBL,0.031171046197414398,-0.002558797597885132
JCI,0.031627729535102844,-0.0026784390211105347
JKHY,0.03244699537754059,-0.002896629273891449
JNJ,0.03215913474559784,-0.002824537456035614
