,f1,f2
A,0.013666167855262756,0.04697240889072418
AAPL,0.013849422335624695,0.047120459377765656
ABBV,0.013858117163181305,0.047612085938453674
ABT,0.013717256486415863,0.04685613512992859
ACGL,0.01394815742969513,0.04656938463449478
ACN,0.01381092518568039,0.04734725505113602
ADBE,0.013470150530338287,0.04683219641447067
ADI,0.013625942170619965,0.046343810856342316
ADM,0.01323864609003067,0.04556670039892197
ADP,0.013736657798290253,0.047356121242046356
ADSK,0.012754246592521667,0.047929003834724426
AEE,0.013535059988498688,0.046926796436309814
AEP,0.013502076268196106,0.04659173637628555
AES,0.013429440557956696,0.047561682760715485
AFL,0.013845376670360565,0.0467413067817688
AIG,0.013855427503585815,0.04638104885816574
AIZ,0.014017313718795776,0.04645247012376785
AJG,0.013835161924362183,0.04768206924200058
AKAM,0.01367729902267456,0.04664649814367294
ALB,0.013208739459514618,0.046546563506126404
ALGN,0.013434074819087982,0.04725859314203262
ALL,0.013898544013500214,0.04685640335083008
ALLE,0.013436757028102875,0.04630592465400696
AMAT,0.013005167245864868,0.04671654850244522
AMCR,0.013608716428279877,0.046678610146045685
AMD,0.012881830334663391,0.04648437350988388
AME,0.013696178793907166,0.046703651547431946
AMGN,0.014041826128959656,0.04681450128555298
AMP,0.013661913573741913,0.04671145975589752
AMT,0.013560451567173004,0.047597736120224
AMZN,0.013708077371120453,0.04750443994998932
ANET,0.013725616037845612,0.04736233502626419
AON,0.014014676213264465,0.047343604266643524
AOS,0.013611845672130585,0.04655126482248306
APA,0.011761024594306946,0.04511610418558121
APD,0.013904087245464325,0.04709476977586746
APH,0.013737678527832031,0.046562954783439636
APO,0.013232111930847168,0.04676879197359085
APTV,0.012847483158111572,0.047395259141922
ARE,0.013260871171951294,0.04687221348285675
ATO,0.01370779424905777,0.04667627811431885
AVB,0.014027819037437439,0.04648423194885254
AVGO,0.013603456318378448,0.04617772996425629
AVY,0.013611957430839539,0.0468180775642395
AWK,0.013127774000167847,0.0476408451795578
AXON,0.01342090219259262,0.04718442261219025
AXP,0.01358860731124878,0.04611474275588989
AZO,0.013888686895370483,0.04752148687839508
BA,0.014251984655857086,0.04734901338815689
BAC,0.013746827840805054,0.04620945453643799
BALL,0.013654299080371857,0.04748062044382095
BAX,0.01332833617925644,0.046389758586883545
BBY,0.01373804360628128,0.04684823006391525
BDX,0.01388242095708847,0.04698220640420914
BEN,0.013671785593032837,0.04717892408370972
BF-B,0.014078028500080109,0.04744764417409897
BG,0.012515023350715637,0.04507582634687424
BIIB,0.014284595847129822,0.04721818119287491
BK,0.01387525349855423,0.04688006639480591
BKNG,0.013291597366333008,0.0459623858332634
BKR,0.012377962470054626,0.045197322964668274
BLDR,0.012734286487102509,0.04607682675123215
