,f1,f2
A,0.04799039661884308,0.0355268195271492
AAPL,0.04841466248035431,0.03634949028491974
ABBV,0.048177868127822876,0.0350707545876503
ABT,0.04807358980178833,0.03533876687288284
ACGL,0.04806219041347504,0.03547758609056473
ACN,0.04829387366771698,0.03748585283756256
ADBE,0.04837711155414581,0.03681798279285431
ADI,0.048338741064071655,0.03664609044790268
ADM,0.04813013970851898,0.0357901006937027
ADP,0.04813702404499054,0.03562343865633011
ADSK,0.048140183091163635,0.03588008135557175
AEE,0.04813346266746521,0.03534962981939316
AEP,0.04805852472782135,0.034892477095127106
AES,0.04786686599254608,0.036905355751514435
AFL,0.047962307929992676,0.034919627010822296
AIG,0.047443851828575134,0.03532250225543976
AIZ,0.04783019423484802,0.03693172335624695
AJG,0.048211365938186646,0.03567192703485489
AKAM,0.048237144947052,0.035866305232048035
ALB,0.047587618231773376,0.03423126041889191
ALGN,0.04789328575134277,0.037534624338150024
ALL,0.04753349721431732,0.03483569622039795
ALLE,0.04781198501586914,0.0356084406375885
AMAT,0.04810810089111328,0.035507917404174805
AMCR,0.04821568727493286,0.03596040606498718
AMD,0.048027053475379944,0.03621947020292282
AME,0.048242777585983276,0.036221474409103394
AMGN,0.04819394648075104,0.035281404852867126
AMP,0.047804415225982666,0.03575107455253601
AMT,0.0480646938085556,0.03514591604471207
AMZN,0.048258885741233826,0.03689610958099365
ANET,0.048294663429260254,0.035964369773864746
AON,0.048242151737213135,0.03558012843132019
AOS,0.048243969678878784,0.03588579595088959
APA,0.04757256805896759,0.03604461997747421
APD,0.047963500022888184,0.0365341380238533
APH,0.048282697796821594,0.03612780570983887
APO,0.047530487179756165,0.03746016323566437
APTV,0.047994330525398254,0.03556593507528305
ARE,0.0476042777299881,0.03475898504257202
ATO,0.04787135124206543,0.03471849113702774
AVB,0.04794110357761383,0.03606793284416199
AVGO,0.04813835024833679,0.03494773060083389
AVY,0.048126429319381714,0.03624922037124634
AWK,0.04818281531333923,0.035749562084674835
AXON,0.04830321669578552,0.03632185608148575
AXP,0.04792316257953644,0.035045892000198364
AZO,0.048028066754341125,0.03584858030080795
BA,0.04802730679512024,0.036914050579071045
BAC,0.04744037985801697,0.03464950621128082
BALL,0.048107028007507324,0.035790830850601196
BAX,0.04819868505001068,0.035901010036468506
BBY,0.047830626368522644,0.03529752790927887
BDX,0.04826384782791138,0.03575059026479721
BEN,0.04777948558330536,0.03432390093803406
BF-B,0.04806339740753174,0.035047151148319244
BG,0.04804958403110504,0.03483114391565323
BIIB,0.048240065574645996,0.03576572239398956
BK,0.04766833782196045,0.03566090017557144
BKNG,0.04827818274497986,0.03702601045370102
BKR,0.04776191711425781,0.03611740469932556
BLDR,0.048258423805236816,0.03705979883670807
BLK,0.048060789704322815,0.03549305349588394
BMY,0.04813221096992493,0.035218819975852966
BR,0.04825812578201294,0.036301277577877045
BRK-B,0.04813000559806824,0.035444773733615875
BRO,0.04820546507835388,0.035840705037117004
BSX,0.04829707741737366,0.03604096174240112
BX,0.047986745834350586,0.0358920693397522
BXP,0.04707895219326019,0.0360061377286911
C,0.04756101965904236,0.0365007221698761
CAG,0.04821150004863739,0.03532278537750244
CAH,0.04809734225273132,0.036935918033123016
CAT,0.04784320294857025,0.035749033093452454
CB,0.04787406325340271,0.03501799702644348
CBOE,0.04833504557609558,0.03651810437440872
CBRE,0.047307536005973816,0.03446371108293533
CCI,0.048118263483047485,0.035409994423389435
CCL,0.04749798774719238,0.038428403437137604
CDNS,0.048255398869514465,0.0357084721326828
CDW,0.04801014065742493,0.034715838730335236
CF,0.04744507372379303,0.03440038114786148
CFG,0.04671014845371246,0.031455881893634796
CHD,0.04826781153678894,0.0356178805232048
CHRW,0.047978758811950684,0.035282574594020844
CHTR,0.047926872968673706,0.03545510768890381
CI,0.04731540381908417,0.03226160258054733
CINF,0.04789373278617859,0.03564655780792236
CL,0.04819755256175995,0.03535635024309158
CLX,0.048129528760910034,0.03483274579048157
CMCSA,0.04817286133766174,0.0363435298204422
CME,0.048177361488342285,0.03610236197710037
CMG,0.048408687114715576,0.036980390548706055
CMI,0.04783967137336731,0.03610289841890335
CMS,0.04804641008377075,0.034837573766708374
CNC,0.04760707914829254,0.03321538865566254
CNP,0.048118844628334045,0.03569876402616501
COF,0.04765285551548004,0.03565622866153717
COO,0.04838596284389496,0.03731536120176315
COP,0.047761932015419006,0.03496254235506058
COR,0.048216402530670166,0.03551015257835388
COST,0.04809717833995819,0.0346975177526474
CPAY,0.048127949237823486,0.03684809058904648
CPB,0.04818837344646454,0.0349959060549736
CPRT,0.048390164971351624,0.036954186856746674
CPT,0.04775016009807587,0.035028524696826935
CRL,0.047685831785202026,0.034889526665210724
CRM,0.048407092690467834,0.03756412863731384
CSCO,0.048304855823516846,0.03600788861513138
CSGP,0.04795561730861664,0.03479338437318802
CSX,0.047953128814697266,0.035871364176273346
CTAS,0.048295944929122925,0.03686158359050751
CTRA,0.04797649383544922,0.03535844385623932
CTSH,0.048028603196144104,0.03536682575941086
CVS,0.04765254259109497,0.033653855323791504
CVX,0.048116281628608704,0.03590872138738632
CZR,0.046874597668647766,0.03956872969865799
D,0.04799506068229675,0.035302840173244476
DAL,0.047260865569114685,0.036951400339603424
DD,0.04806172847747803,0.03575301915407181
DE,0.04802776873111725,0.0365738719701767
DECK,0.0482800155878067,0.036079443991184235
DELL,0.04809361696243286,0.03713655471801758
DG,0.047885745763778687,0.034401945769786835
DGX,0.04808035492897034,0.035231687128543854
DHI,0.04810015857219696,0.03472771495580673
DHR,0.04810835421085358,0.03498260676860809
DIS,0.04811312258243561,0.03662058711051941
DLR,0.04761435091495514,0.03443960100412369
DLTR,0.048062533140182495,0.03562483191490173
DOC,0.04781699180603027,0.03541730344295502
DOV,0.048055604100227356,0.03723263740539551
DPZ,0.04822982847690582,0.03681650012731552
DRI,0.048280224204063416,0.03553284704685211
DTE,0.04807710647583008,0.03507133573293686
DUK,0.04801829159259796,0.034826360642910004
DVA,0.048078328371047974,0.036631837487220764
DVN,0.04754084348678589,0.03671108931303024
DXCM,0.047952085733413696,0.03513561934232712
EA,0.04828581213951111,0.035726770758628845
EBAY,0.04806658625602722,0.035614028573036194
ECL,0.04824303090572357,0.03591489791870117
ED,0.048089221119880676,0.03474808484315872
EFX,0.04799497127532959,0.03500301390886307
EG,0.04796093702316284,0.035432368516922
EIX,0.048270031809806824,0.03577268123626709
EL,0.04808434844017029,0.03511948883533478
ELV,0.04788745939731598,0.03407343477010727
EMN,0.048070698976516724,0.03629892319440842
EMR,0.04824294149875641,0.036464013159275055
ENPH,0.047819897532463074,0.037418462336063385
EOG,0.047792792320251465,0.037331074476242065
EPAM,0.047944799065589905,0.036607399582862854
EQIX,0.04816402494907379,0.03648323565721512
EQR,0.0478762686252594,0.036234334111213684
EQT,0.0480065643787384,0.03597418963909149
ERIE,0.04800313711166382,0.03501807898283005
ES,0.04817219078540802,0.035597726702690125
ESS,0.04775114357471466,0.034746021032333374
ETN,0.048068344593048096,0.03587727248668671
ETR,0.04816141724586487,0.035736389458179474
EVRG,0.04813806712627411,0.03532478213310242
EW,0.048107415437698364,0.03569870442152023
EXC,0.047970399260520935,0.03540218621492386
EXPD,0.048089563846588135,0.03595511615276337
EXPE,0.047669827938079834,0.03584197908639908
EXR,0.04793532192707062,0.03628232330083847
F,0.04785728454589844,0.03786960244178772
FANG,0.04777905344963074,0.0367615669965744
FAST,0.048182159662246704,0.03551643341779709
FCX,0.04794450104236603,0.03748814016580582
FDS,0.048056259751319885,0.035476185381412506
FDX,0.04827360808849335,0.03687937557697296
FE,0.048055216670036316,0.03498416393995285
FFIV,0.04815632104873657,0.035484105348587036
FI,0.04797261953353882,0.034559622406959534
FICO,0.04808913171291351,0.035359352827072144
FIS,0.04717424511909485,0.03599710762500763
FITB,0.04685932397842407,0.03405751287937164
FRT,0.047867536544799805,0.03625265508890152
FSLR,0.04812508821487427,0.03688731789588928
FTNT,0.048469170928001404,0.03740888833999634
FTV,0.04820597171783447,0.036075323820114136
GD,0.0481051504611969,0.035073526203632355
GDDY,0.048237547278404236,0.03614349663257599
GE,0.048403769731521606,0.03667399287223816
GEN,0.04774639010429382,0.035138048231601715
GILD,0.048208579421043396,0.03590600937604904
GIS,0.048282355070114136,0.035700999200344086
GL,0.04780060052871704,0.034693583846092224
GLW,0.04811325669288635,0.03700578212738037
GM,0.04762427508831024,0.03693700581789017
GNRC,0.04724894464015961,0.03226502239704132
GOOG,0.04796038568019867,0.03505008667707443
GOOGL,0.048011019825935364,0.0351770743727684
GPC,0.047914743423461914,0.03608708828687668
GPN,0.047917261719703674,0.03640422224998474
GRMN,0.04821702837944031,0.03628358244895935
GS,0.047855526208877563,0.03549802303314209
GWW,0.04813842475414276,0.035579390823841095
HAL,0.04726897180080414,0.035274580121040344
HAS,0.04787220060825348,0.037825822830200195
HBAN,0.04667171835899353,0.03397420793771744
HCA,0.048290565609931946,0.03600142151117325
HD,0.04802103340625763,0.03539631515741348
HIG,0.04780682921409607,0.03549797087907791
HII,0.047953784465789795,0.034997016191482544
HLT,0.047870054841041565,0.036062344908714294
HOLX,0.048137158155441284,0.035124167799949646
HON,0.047969669103622437,0.03458982706069946
HPE,0.04784615337848663,0.039140909910202026
HPQ,0.048150986433029175,0.036388151347637177
HRL,0.04794791340827942,0.03494313359260559
HSIC,0.04821273684501648,0.03560492396354675
HST,0.04779787361621857,0.03732483834028244
HSY,0.04832351207733154,0.03579982370138168
HUBB,0.047992169857025146,0.035833150148391724
HUM,0.0476142019033432,0.03305695205926895
HWM,0.048130497336387634,0.03631000965833664
IBKR,0.04792213439941406,0.03668814152479172
IBM,0.04817439615726471,0.03596297651529312
ICE,0.04816436767578125,0.037011660635471344
IDXX,0.048265546560287476,0.03599540889263153
IEX,0.04821312427520752,0.0363553985953331
IFF,0.047941967844963074,0.037717029452323914
INCY,0.04773455858230591,0.03435979038476944
INTC,0.0481448620557785,0.04008422791957855
INTU,0.04840673506259918,0.03672249615192413
IP,0.04801833629608154,0.03563752770423889
IPG,0.04828523099422455,0.037200868129730225
IQV,0.04780466854572296,0.03553114831447601
IRM,0.04809865355491638,0.03588227927684784
ISRG,0.0481744110584259,0.0356823205947876
IT,0.048102691769599915,0.035885222256183624
ITW,0.04823435842990875,0.03630932420492172
IVZ,0.04759128391742706,0.036585234105587006
J,0.0480140745639801,0.03551974147558212
JBHT,0.04791553318500519,0.035687319934368134
JBL,0.04829581081867218,0.037194304168224335
JCI,0.047886863350868225,0.03499896079301834
JKHY,0.04773545265197754,0.034231267869472504
JNJ,0.04804651439189911,0.034652210772037506
JPM,0.0478215366601944,0.035003505647182465
K,0.04815426468849182,0.03518136590719223
KDP,0.048065513372421265,0.03464275598526001
KEY,0.046225354075431824,0.03400196135044098
KEYS,0.048079654574394226,0.035291798412799835
KHC,0.04804341495037079,0.03463384509086609
KIM,0.047859758138656616,0.037136681377887726
KKR,0.04797469079494476,0.03597136586904526
KLAC,0.048099175095558167,0.036661699414253235
KMB,0.048340022563934326,0.03611093759536743
KMI,0.048160746693611145,0.0359719842672348
KMX,0.04741169512271881,0.03816770762205124
KO,0.04821398854255676,0.035239748656749725
KR,0.048263996839523315,0.03544110059738159
L,0.04794485867023468,0.0362711176276207
LDOS,0.0478668212890625,0.03407086431980133
LEN,0.04820694029331207,0.03528831899166107
LH,0.048018112778663635,0.035890042781829834
LHX,0.04777941107749939,0.03400760889053345
LII,0.04801623523235321,0.035044893622398376
LIN,0.048185884952545166,0.035850174725055695
LKQ,0.0480799674987793,0.0360444113612175
LLY,0.048287421464920044,0.03568551689386368
LMT,0.04793785512447357,0.03407270461320877
LNT,0.04806007444858551,0.03529207408428192
LOW,0.04794794321060181,0.03569626808166504
LRCX,0.04827871918678284,0.036821432411670685
LULU,0.04753732681274414,0.042611993849277496
LUV,0.04765206575393677,0.037274256348609924
LVS,0.04801987111568451,0.036081939935684204
