,f1,f2
A,0.04687677323818207,0.004846937954425812
AAPL,0.04604272544384003,0.004448316991329193
ABBV,0.04667043685913086,0.004716724157333374
ABT,0.046873509883880615,0.004811860620975494
ACGL,0.04574204981327057,0.004373438656330109
ACN,0.04650448262691498,0.00464089959859848
ADBE,0.0461747944355011,0.004515610635280609
ADI,0.04671183228492737,0.004794545471668243
ADM,0.04591335356235504,0.004460737109184265
ADP,0.046384379267692566,0.004602886736392975
ADSK,0.04686211049556732,0.004858613014221191
AEE,0.04583685100078583,0.004408016800880432
AEP,0.046425893902778625,0.004634231328964233
AES,0.0467725545167923,0.004803366959095001
AFL,0.04652252793312073,0.004666522145271301
AIG,0.04674719274044037,0.004755981266498566
AIZ,0.0466572642326355,0.004732921719551086
AJG,0.04584901034832001,0.004418976604938507
AKAM,0.046286433935165405,0.004548363387584686
ALB,0.0462174266576767,0.004702821373939514
ALGN,0.04783685505390167,0.0054620057344436646
ALL,0.04661068320274353,0.0047164186835289
ALLE,0.04754383862018585,0.0051887184381484985
AMAT,0.04669982194900513,0.004787519574165344
AMCR,0.046293675899505615,0.004544064402580261
AMD,0.04808047413825989,0.005544289946556091
AME,0.046675875782966614,0.004720702767372131
AMGN,0.047030821442604065,0.00489160418510437
AMP,0.04680219292640686,0.004797481000423431
AMT,0.04671250283718109,0.004742421209812164
AMZN,0.046415776014328,0.004597924649715424
ANET,0.046511873602867126,0.004657462239265442
AON,0.045117318630218506,0.00413154810667038
AOS,0.046980321407318115,0.004861287772655487
APA,0.04630488157272339,0.0045609250664711
APD,0.046446919441223145,0.004622921347618103
APH,0.046697258949279785,0.004748411476612091
APO,0.04648967087268829,0.0046820566058158875
APTV,0.04699660837650299,0.004927389323711395
ARE,0.04655227065086365,0.0047486573457717896
ATO,0.04653938114643097,0.0046610236167907715
AVB,0.046595484018325806,0.004707597196102142
AVGO,0.0468163788318634,0.005080275237560272
AVY,0.046720027923583984,0.004740826785564423
AWK,0.04631979763507843,0.004564858973026276
AXON,0.04687550663948059,0.004841074347496033
AXP,0.047183483839035034,0.004989847540855408
AZO,0.04592911899089813,0.004390805959701538
BA,0.04683771729469299,0.004848390817642212
BAC,0.04689490795135498,0.004869051277637482
BALL,0.04641200602054596,0.004622280597686768
BAX,0.04672786593437195,0.004778191447257996
BBY,0.047090306878089905,0.004965953528881073
BDX,0.046621426939964294,0.004697516560554504
BEN,0.04721368849277496,0.005124501883983612
BF-B,0.04603263735771179,0.004461921751499176
BG,0.04562564194202423,0.00428636372089386
BIIB,0.04702228307723999,0.004885450005531311
BK,0.046861112117767334,0.004822351038455963
BKNG,0.046997785568237305,0.004880823194980621
BKR,0.04652497172355652,0.004662863910198212
BLDR,0.04730220139026642,0.005076304078102112
BLK,0.04684865474700928,0.004885576665401459
BMY,0.046145617961883545,0.004484251141548157
BR,0.04736791551113129,0.005082234740257263
BRK-B,0.04627421498298645,0.004539303481578827
BRO,0.04621708393096924,0.004557706415653229
BSX,0.047098830342292786,0.004967428743839264
BX,0.047172605991363525,0.005105525255203247
BXP,0.04671122133731842,0.0048803240060806274
C,0.047064781188964844,0.004904426634311676
CAG,0.04606829583644867,0.004468455910682678
CAH,0.045867547392845154,0.004393085837364197
CAT,0.0474376380443573,0.005141466856002808
CB,0.04669108986854553,0.004761397838592529
CBOE,0.046551644802093506,0.004687190055847168
CBRE,0.04728294909000397,0.005065545439720154
CCI,0.04649798572063446,0.004689306020736694
CCL,0.04663917422294617,0.0048092082142829895
CDNS,0.046275556087493896,0.004551686346530914
CDW,0.04674646258354187,0.004755444824695587
CF,0.04645903408527374,0.00464794784784317
CFG,0.04697202146053314,0.004995681345462799
CHD,0.04680708050727844,0.004827216267585754
CHRW,0.046399980783462524,0.004591509699821472
CHTR,0.046552687883377075,0.004713013768196106
CI,0.04695451259613037,0.004958890378475189
CINF,0.04654005169868469,0.004675514996051788
CL,0.046794429421424866,0.004786282777786255
CLX,0.046407222747802734,0.004603780806064606
CMCSA,0.04632914066314697,0.004581913352012634
CME,0.045981988310813904,0.004433929920196533
CMG,0.04638196527957916,0.00458148866891861
CMI,0.04661332070827484,0.004718616604804993
CMS,0.046444013714790344,0.004636682569980621
CNC,0.04641377925872803,0.004618540406227112
CNP,0.04628710448741913,0.004559360444545746
COF,0.047222018241882324,0.005038827657699585
COO,0.047266677021980286,0.0050376951694488525
COP,0.04623863101005554,0.004526868462562561
COR,0.04663415253162384,0.004708454012870789
COST,0.046578556299209595,0.0047076791524887085
