,RBF_DivMom,RBF_Graph,SP500
2024-10-11,1.1594372977570453,1.8651794498162422,1.2807433569965263
2024-10-18,1.1649541418574705,1.880420385105271,1.2916764523875812
2024-10-25,1.1443621123293233,1.8194439848651864,1.2792215227709103
2024-11-01,1.126586990786583,1.7696495578128653,1.261751455193856
2024-11-08,1.239777511551407,2.009733590266829,1.3205002141583464
2024-11-15,1.2412561432264573,2.001073024106055,1.2929869655579127
2024-11-22,1.3119660050653077,2.122657211171497,1.3147296975250264
2024-11-29,1.3097562833766587,2.1077790201585636,1.3286140823411101
2024-12-06,1.3160869193811167,2.145359990817065,1.341364216180049
2024-12-13,1.2756899263788632,2.037311948259962,1.332734896690425
2024-12-20,1.2377041004854452,1.9791707826989506,1.30625244316119
2024-12-27,1.2343041881597094,1.9655182543705276,1.3150600681519142
