,RBF_DivMom,RBF_Graph,SP500
2024-04-26,1.2915958007423807,2.2485013093347956,1.1577057482430322
2024-05-03,1.3002840293458093,2.241447243101158,1.164023256942344
2024-05-10,1.3453928657274794,2.297539806634643,1.1855635940375926
2024-05-17,1.370741011871724,2.423211517299986,1.2038577230256624
2024-05-24,1.4071294678030044,2.4936547802773243,1.2041869215805954
2024-05-31,1.3708321953439893,2.3653447521420654,1.1980100704456638
2024-06-07,1.3387082787112945,2.326550387643435,1.213782338988672
2024-06-14,1.3702916235690072,2.514031339102303,1.2329890241056178
2024-06-21,1.3694207241894598,2.5510953874682736,1.240484664603038
2024-06-28,1.3274879493548402,2.448153272066167,1.2395448415231471
