,RBF_DivMom,RBF_Graph,SP500
2024-01-05,1.0113291489841694,1.2176058696265724,1.0080207147825597
2024-01-12,1.0233800304941383,1.2677162583279706,1.0266027654835281
2024-01-19,1.034118349938675,1.3448681363054942,1.0386159853977808
2024-01-26,1.0345591818393383,1.332958156141853,1.0495948782579145
2024-02-02,1.0726997515377896,1.4811255183503145,1.0641102454445115
2024-02-09,1.1113953504550464,1.6831802864520926,1.0787029435363804
2024-02-16,1.1128334006637772,1.742043337207107,1.0741877826852013
2024-02-23,1.1224991957905235,1.7845182391308325,1.0920488117612692
2024-03-01,1.1693602149129632,1.9016169605885387,1.102409686085774
2024-03-08,1.2181766750220748,2.158425432712591,1.0995361828130452
2024-03-15,1.1831878225247314,2.049412099591122,1.0981198117472437
2024-03-22,1.1992565271391433,1.9611772592617815,1.1232472215238427
2024-03-29,1.2073794181452606,2.0039148625193026,1.1275756565305848
